variable,model,experiment,dataset,dataset_type,product_type,temporal_resolution,interpolation,data_path,origin_path,start_file_exists,final_file_exists,earliest_date,latest_date,script
d2m,None,historical,derived-era5-land-daily-statistics,reanalysis,raw,daily,native,/lustre/gmeteo/WORK/DATA/C3S-CDS/CDS-Curated-Data/raw/derived-era5-land-daily-statistics/daily/native/d2m,CDS,True,False,1950.0,1957.0,scripts/download/derived-era5-land-daily-statistics.py
sp,None,historical,derived-era5-land-daily-statistics,reanalysis,raw,daily,native,/lustre/gmeteo/WORK/DATA/C3S-CDS/CDS-Curated-Data/raw/derived-era5-land-daily-statistics/daily/native/sp,CDS,False,False,,,scripts/download/derived-era5-land-daily-statistics.py
