variable,model,experiment,dataset,dataset_type,product_type,temporal_resolution,interpolation,data_path,origin_path,start_file_exists,final_file_exists,earliest_date,latest_date,script
sat_gauge_precip,None,historical,satellite-precipitation,observations,raw,monthly,native,/lustre/gmeteo/WORK/DATA/C3S-CDS/CDS-Curated-Data/raw/satellite-precipitation/monthly/native/sat_gauge_precip,CDS,True,True,198301,202506,scripts/download/satellite-precipitation.py
