dataset,dataset_type,filename_variable,cds_request_variable,cds_daily_statistic,cds_years_start,cds_years_end,cds_product_type,cds_time_zone,cds_frequency,cds_month,cds_day,input_path,output_path,script,product_type,temporal_resolution,interpolation,interpolation_file
derived-era5-land-daily-statistics,reanalysis,d2m,2m_dewpoint_temperature,daily_mean,1950,2025,reanalysis,utc+00:00,6_hourly,all,all,CDS,/lustre/gmeteo/WORK/DATA/C3S-CDS/CDS-Curated-Data/,scripts/download/derived-era5-land-daily-statistics.py,raw,daily,native,None
derived-era5-land-daily-statistics,reanalysis,sp,surface_pressure,daily_mean,1950,2025,reanalysis,utc+00:00,6_hourly,all,all,CDS,/lustre/gmeteo/WORK/DATA/C3S-CDS/CDS-Curated-Data/,scripts/download/derived-era5-land-daily-statistics.py,raw,daily,native,None
