dataset,dataset_type,filename_variable,cds_request_variable,cds_years_start,cds_years_end,cds_time_aggregation,cds_version,cds_month,cds_day,input_path,output_path,script,product_type,temporal_resolution,interpolation,interpolation_file,is_multinetcdf_zip
satellite-precipitation,observations,sat_gauge_precip,sat_gauge_precip,1983,2025,monthly_mean,v3_3,all,all,CDS,/lustre/gmeteo/WORK/DATA/C3S-CDS/CDS-Curated-Data/,scripts/download/satellite-precipitation.py,raw,monthly,native,None,True
