variable,model,experiment,dataset,dataset_type,product_type,temporal_resolution,interpolation,data_path,origin_path,start_file_exists,final_file_exists,earliest_date,latest_date,script
rzsm_1,None,historical,satellite-soil-moisture,observations,raw,daily,native,/lustre/gmeteo/WORK/DATA/C3S-CDS/CDS-Curated-Data/raw/satellite-soil-moisture/daily/native/rzsm_1,CDS,True,True,19800101,20251231,scripts/download/satellite-soil-moisture.py
rzsm_1,None,historical,satellite-soil-moisture,observations,raw,monthly,native,/lustre/gmeteo/WORK/DATA/C3S-CDS/CDS-Curated-Data/raw/satellite-soil-moisture/monthly/native/rzsm_1,CDS,True,True,19800101,20251201,scripts/download/satellite-soil-moisture.py
